Site,Taxon,Type,i-14:0,14:0,i-15:0,a-15:0,15:0,15:1w7,i-16:0,16:0,16:1w9,16:1w8,16:1w7,16:1w6,16:1w5,i-17:0,a-17:0,17:0,16:2w7,16:2w6,16:2w4,16:3w6,16:3w4,16:3w3,16:4w3,16:4w1,18:0,Cy19:0,18:1w9,18:1w7,18:2w6,18:3w6,18:3w3,18:4w4,18:4w3,18:5w3,20:0,20:1w9,20:1w7,20:2w6,20:3w6,20:4w6,20:3w3,20:4w3,20:5w3,22:0,22:1w9,22:1w7,22:4w6,22:5w6,22:5w3,22:6w3,23:0,24:0,26:0,27:0,28:0,29:0,30:0,Sample_Date,Peri_Chla_mg.cm2,SRP_ug.L,NO3_ug.L,Canopy_Cover_per,Lat_Long,Slurry_Volume_mL,Cobble_SA_cm2,Slurry_AFDM_g,Slurry_Chla_mg,Temp,pH,DO_mg.L,Conductivity_uS.cm,State,EcoRegion,Discharge_L.s,MidPoint_Velocity_m.s,chla.afdm_per,AI,chla_mg.m2,afdm_mg.m2,UrbOp_per,UrbLo_per,UrbMed_per,UrbHi_per,Decid_per,Conif_per,MixFor_per,Hay_per,SepticWs,UrbTot_per,ForTot
Diles,Heptageniidae,Invert,0.012042453,0.187573812,0.101883755,0.006832831,0.098110892,0,0.019390762,2.273638084,0.087499715,0.019264634,1.691564273,0,0.441841754,0.102684392,0.012574382,0.22122797,0.001184504,0.104861466,0,0,0.068662818,0.016264988,0.00568123,0.005160268,0.901012356,0,1.167037592,1.808528513,1.120869373,0.068827333,0.650681791,0,0.119037121,0,0.046924985,0,0,0.025077475,0,0.737698931,0,0,1.867375307,0.043700503,0,0,0,0,0.003257385,0.007063151,0,0.00404157,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Psephenidae,Invert,0.016988115,0.9929671339999999,0.0766592285,0.008771561,0.078513467,0,0.0209110765,3.6500968855,0.168407346,0.012666263,4.923386064500001,0,0.44063473999999997,0.037645532499999995,0.009555890000000001,0.146847256,0.0053374015,0.2922880715,0,0,0.3773059255,0.1491910085,0.678464112,0.0415447895,0.827901446,0,4.195770831,1.2246845655,2.8212276574999997,0.23434428950000002,3.9025633315,0,0.408553723,0,0.073696781,0,0,0.028638624,0,0.885128138,0,0,2.216427228,0.0187416215,0,0,0,0,0.0848325645,0.0582381755,0,0.0065017545,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Amphipod,Invert,0.0109144405,0.095831424,0.042992155,0.0123309045,0.061862636,0,0.0228700655,1.1685973025,0.0124579295,0.0059008225,0.236570729,0,0.140411897,0.0464838785,0.013305605,0.1172655025,0.00989489,0.008591920999999999,0,0,0.002393501,0.003929904,0.0019478885,5.97217e-4,0.3074812435,0,1.600319554,0.30367274450000004,0.71943488,0.0109624925,0.215022108,0,0.0100229305,0,0.017645101,0,0,0.0703230175,0,0.3588811475,0,0,0.5619016615,0.018644134,0,0,0,0,0.072394536,0.13910574850000001,0,0.0049681610000000005,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Physidae,Invert,6.671625e-4,0.073575904,0.004430814999999999,0.00101115,0.017682259999999998,0,0.007060927999999999,0.3160031285,0.0011573205,0.0015601495,0.056591023,0,0.020952361000000003,0.027665539,0.014660446,0.0339027575,0.0071557675,0.0037411680000000004,0,0,0.0023162075,0.0010919735,3.39762e-4,7.482705e-4,0.24020309150000002,0,0.094621574,0.0394890805,0.143924691,0.0027652745,0.079539617,0,0.005996414,0,0.0037218065,0,0,0.11147565250000001,0,0.293027642,0,0,0.156553518,0.002198772,0,0,0,0,0.3889636,0.034362152,0,8.10203e-4,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Corydalidae,Invert,0.0037834114999999997,0.0603848895,0.027188299,0.006075628499999999,0.018831037499999998,0,0.0105119225,0.4855657055,0.0177066285,0.006092816500000001,0.199497159,0,0.058603628,0.051024742,0.019315646,0.069993946,7.738365e-4,0.009211381000000001,0,0,0.0024484365,0.0118795265,0.0023986909999999997,4.3684150000000005e-4,0.49833552799999997,0,0.9294133145000001,0.2062585965,0.7450580259999999,0.017802256,0.190947619,0,0.021232221,0,0.050114883,0,0,0.023366344499999997,0,0.3970768485,0,0,0.4126274365,0.024599233499999998,0,0,0,0,0.038168845,0.007074408,0,0.0019455865000000002,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Perlidae,Invert,0.007163414,0.168578146,0.053337639,0.003566703,0.058327593,0,0.021524536,2.085003528,0.065272375,0.015917268,1.161283253,0,0.202731897,0.089420495,0.018052146,0.212253107,0.005131422,0.044995327,0,0,0.027161813,0.011085929,0.024289588,0.003103717,1.09822292,0,3.046358519,1.038099115,1.844504022,0.050774071,1.318788331,0,0.069473539,0,0.108338595,0,0,0.022810607,0,0.92544361,0,0,1.790849153,0.0398982,0,0,0,0,0.042967622,0.00867669,0,0.002010557,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Diles,Oligochaete,Invert,0.022643448,0.063403922,0.102951304,0.014625134,0.029709428,0,0.054801736,0.159065334,0.003630774,0.003299158,0.030619248,0,0.016821738,0.049393838,0.020339139,0.144556408,0.013304337,0.013120105,0,0,2.35249e-4,0.00115924,2.46587e-4,7.70937e-4,0.511360994,0,0.088671958,0.436653771,0.021297142,9.04151e-4,0.006779713,0,0.001020358,0,0.019276266,0,0,9.6934e-4,0,0.010382144,0,0,0.012717631,0.029802961,0,0,0,0,0.00105437,2.38084e-4,0,0.028935657,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Mill,Hydropsychidae,Invert,0.0157434775,0.7044785005,0.087786691,0.016130585,0.101481419,0,0.0348487905,2.95494088,0.067472949,0.006822379,2.439756036,0,0.1005557055,0.079652048,0.026835615,0.184344606,0.005261928,0.2697681355,0,0,0.060247925,0.08452567450000001,0.024606879499999998,0.007061191499999999,0.893123468,0,2.133227855,0.4995564475,0.7272889215,0.0604686795,1.452364939,0,0.145305649,0,0.059309468500000004,0,0,0.011789391,0,0.316821393,0,0,2.8434713225,0.050227258,0,0,0,0,0.0246513995,0.0291012655,0,0.010007489500000001,0,0,0,0,0,31-Aug-19,1.294,6.1,453,37.9,"36.500356,-91.218754",350,653,1.501,1.196,26.1,8.02,8.6,408,MO,Springfield_Plateau,917,0.21,0.07968021319120587,1255.0167224080267,18.315467075038285,22.986217457886678,2.96,0.52,0.1,0,36.4,0.01,3.17,53.3,1.53,0.62,39.58
Mill,Heptageniidae,Invert,0.0071951615,0.4319012,0.051811938,0.005356377,0.0811239585,0,0.0121958855,3.1825762135,0.041405695500000006,0.0066715695,3.58673565,0,0.1591931635,0.05486389800000001,0.008075766,0.1676689515,0.001464605,0.4859064015,0,0,0.21712696599999998,0.024678458,0.005671581,0.016215532499999998,1.029903061,0,0.9739455045000001,2.1765336299999998,0.6097667915,0.09728228,0.7556083604999999,0,0.1825587595,0,0.051349056500000004,0,0,0.012806357,0,0.5229804545,0,0,2.7986352895,0.0377592625,0,0,0,0,0.011056643,0.005361564500000001,0,0.005113492,0,0,0,0,0,31-Aug-19,1.294,6.1,453,37.9,"36.500356,-91.218754",350,653,1.501,1.196,26.1,8.02,8.6,408,MO,Springfield_Plateau,917,0.21,0.07968021319120587,1255.0167224080267,18.315467075038285,22.986217457886678,2.96,0.52,0.1,0,36.4,0.01,3.17,53.3,1.53,0.62,39.58
Mill,Isonychiidae,Invert,0.001856414,0.094401116,0.015773849,0.001735426,0.014650926,0,0.006181746,1.479611204,0.024708078,0.008956915,0.868586297,0,0.013656554,0.027199681,0.007316011,0.0997246,0.001342214,0.098045888,0,0,0.016125471,0.008748966,0.002933966,0.00145186,1.02327361,0,2.203601368,0.457229882,1.049800294,0.031475861,0.788454238,0,0.045559654,0,0.09364872,0,0,0.009909697,0,0.289422901,0,0,1.773427492,0.028606169,0,0,0,0,0.001780796,0.003153257,0,0.001633342,0,0,0,0,0,31-Aug-19,1.294,6.1,453,37.9,"36.500356,-91.218754",350,653,1.501,1.196,26.1,8.02,8.6,408,MO,Springfield_Plateau,917,0.21,0.07968021319120587,1255.0167224080267,18.315467075038285,22.986217457886678,2.96,0.52,0.1,0,36.4,0.01,3.17,53.3,1.53,0.62,39.58
Mill,Perlidae,Invert,0.00882066,0.811113024,0.099217889,0.006707579,0.226797592,0,0.023121115,7.226259694,0.054617011,0.014268145,4.615958145,0,0.204716863,0.102261501,0.01406136,0.286978405,0.005027453,0.342887821,0,0,0.083095143,0.032852921,0.004659118,0.023256818,1.835453394,0,2.410883545,2.152609442,0.388664786,0.056213131,0.391372373,0,0.094746169,0,0.095334213,0,0,0.010662337,0,0.117964215,0,0,0.71919722,0.070778529,0,0,0,0,0.002642967,0.003121157,0,0.004303707,0,0,0,0,0,31-Aug-19,1.294,6.1,453,37.9,"36.500356,-91.218754",350,653,1.501,1.196,26.1,8.02,8.6,408,MO,Springfield_Plateau,917,0.21,0.07968021319120587,1255.0167224080267,18.315467075038285,22.986217457886678,2.96,0.52,0.1,0,36.4,0.01,3.17,53.3,1.53,0.62,39.58
Hurricane,Hydropsychidae,Invert,0.020692274,0.586495015,0.09744694549999999,0.0199411905,0.124765398,0,0.039579056,2.7196985954999997,0.106819129,0.022801553500000002,1.3361874139999999,0,0.24976813450000002,0.052264823,0.0246273335,0.220230816,0.004855517,0.0658530175,0,0,0.020987814,0.411339799,0.020599200499999998,0.002458982,0.79885396,0,2.4286261085,0.238279389,0.705769407,0.067918722,2.307243594,0,0.128898664,0,0.041859629999999995,0,0,0.0051066,0,0.253581665,0,0,1.310721719,0.030772653999999997,0,0,0,0,0.0037999065,0.008203144,0,0.0062701955,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Limnephilidae,Invert,0.00204238,0.185354462,0.00925517,0.001768706,0.041200435,0,0.005229216,2.011255707,0.043536846,0.002331887,1.435863219,0,0.048017416,0.01419488,0.013751573,0.071162127,0.016884127,0.258405168,0,0,0.074057195,0.647400517,0.130171753,0.030574631,0.392446813,0,1.996594903,0.195548268,0.507010079,0.029027579,2.327598422,0,0.128118064,0,0.021991207,0,0,0.002241416,0,0.027799437,0,0,0.547432465,0.0076086,0,0,0,0,0.003745494,0.004243084,0,6.67223e-4,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Tabanidae,Invert,0.004702884,0.064505825,0.049781843,0.005733762,0.031513717,0,0.018639722,1.242859918,0.032105074,0.014140617,0.717383573,0,0.058404463,0.052870483,0.023022954,0.137026931,6.79261e-4,0.01330153,0,0,0.002617153,0.01541523,0.002617153,8.271e-4,0.634118156,0,1.563610979,0.26137965,0.707278566,0.024533311,0.466444564,0,0.037730953,0,0.03765104,0,0,0.007108267,0,0.307509467,0,0,0.666099364,0.011171846,0,0,0,0,0.004059584,0.002133679,0,9.15005e-4,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Physidae,Invert,0.005098757000000001,0.2442700935,0.008643276,0.0019925575,0.051825388,0,0.01869721,0.9128420825,0.0268142745,0.0024229825,0.5974984345000001,0,0.10120882049999999,0.066776155,0.021423684499999998,0.10004028549999999,0.001042446,9.589315000000001e-4,0,0,4.19405e-4,7.034955e-4,0.0014740600000000001,0.0039639175000000006,0.402501286,0,0.101881566,0.15317962400000001,0.0044705665,1.8e-5,0.0033124065,0,8.428660000000001e-4,0,0.0098276335,0,0,0.0040961205,0,0.0030815135,0,0,0.0027326365,0.002715088,0,0,0,0,0.0038696520000000003,1.915585e-4,0,0.003390403,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Isonychiidae,Invert,0.0034650725,0.12747641399999998,0.0481096425,0.00314589,0.1020969545,0,0.0080367395,2.465041857,0.0391723545,0.013884704,0.798137298,0,0.19225382800000002,0.0342237745,0.00549113,0.2180833905,7.891669999999999e-4,0.0499451305,0,0,0.013539447,0.09097364449999999,0.0036469830000000003,0.002530755,0.753668087,0,1.2541080665,0.601783534,0.498571231,0.0494883135,0.893043531,0,0.11868657599999999,0,0.042192980000000005,0,0,0.01169363,0,0.24955584800000002,0,0,0.7463336064999999,0.0345822925,0,0,0,0,4.1480849999999997e-4,0.0039870955,0,0.0030517015,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Corydalidae,Invert,3.33613e-4,0.006510239,0.001956525,3.18208e-4,0.002461062,0,4.60843e-4,0.127073037,0.002106996,0.00152397,0.065463759,0,0.005960946,0.002602369,5.99362e-4,0.019326325,1.69994e-4,0.001143475,0,0,7.85e-5,1.46487e-4,1.54455e-4,7.44e-5,0.146483695,0,0.191573408,0.051531821,0.044725022,2.86201e-4,0.008742473,0,3.69206e-4,0,0.014984174,0,0,4.3468e-4,0,0.00415383,0,0,0.003765765,0.01769611,0,0,0,0,6.77e-6,1.41972e-4,0,0.001249589,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Tipulidae,Invert,0.008124052,0.062077477,0.07488433,0.007008457,0.027669461,0,0.020303383,1.106189147,0.017505399,0.013177969,0.709711999,0,0.080316109,0.066362172,0.02527408,0.088928235,0.002593309,0.009268887,0,0,9.85143e-4,0.004590584,0.001941046,3.35128e-4,0.474154965,0,1.588702079,0.323972455,0.346270864,0.017775301,0.233564257,0,0.04123204,0,0.062552055,0,0,0.012642663,0,0.361488843,0,0,0.481284878,0.029956881,0,0,0,0,0.012550446,0.005069661,0,0.00272826,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Hurricane,Leptoceridae,Invert,0.016171994999999998,0.301437886,0.051518462,0.0042669935,0.096924734,0,0.0138591915,2.5653632355,0.0822208155,0.063975841,2.532878605,0,0.445764993,0.0645141605,0.009589479000000001,0.235556351,4.49185e-4,0.0819196135,0,0,0.0430272025,0.014057974499999999,0.002549767,0.0061561945,0.9892561025,0,0.832914003,1.6080939239999998,0.39002768400000004,0.0423959655,0.407691616,0,0.0822353515,0,0.05600616,0,0,0.0131417565,0,0.3115859825,0,0,0.7490160485,0.0523453515,0,0,0,0,5.95254e-4,0.0042930815,0,0.006999765,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Cap Fork-North Sylamore,NA,Periphyton,18.799926552105266,2740.0740054315793,278.79375450105266,29.646450851789478,125.31477816,0,12.760454709052633,9269.406176105264,206.02907758105266,0,11664.69542926316,0,693.3845060452632,42.56156793610526,24.002874574421057,55.37928378484211,275.71887126105264,0,0,0,53.41634051684211,58.16370604200001,0,0,1052.8408864863159,0,1006.9712025578949,982.4391069863158,1422.5770177894738,47.21539672610527,831.3835003157895,0,30.50437402726316,0,35.01062736326316,0,0,20.149447508210528,0,87.44570556936843,0,0,291.0005087189474,66.3666373691579,0,0,0,0,14.814470549894738,3.6566296218947367,4.698592725894737,114.74563282273685,0,0,0,0,0,1-Aug-19,0.57,9.7,25.6,60,"36.01831941409226, -92.2515323560381",390,950,1.1388,0.541,23.79,8.78,9.18,248,AR,Springfield_Plateau,13.7,0.1,0.04750614682121532,2104.9907578558223,5.6947368421052635,11.987368421052631,3.23,0.5,0.07,0.01,80.5,7.24,5.69,1.67,4.7,0.5800000000000001,93.42999999999999
Diles,NA,Periphyton,108.51539367892975,4882.73961451505,1032.7566341137122,226.25746729765885,335.5911414983277,0,55.59022500401338,12099.003947157189,506.91101418060197,0,5985.991522073578,0,2751.3792628093647,87.38923224080267,81.8398720535117,130.00904646822744,143.42141795317724,0,0,0,118.54191589966555,52.31515647491638,0,0,1199.8950158528428,0,2465.5964383946484,2550.6245305685616,3630.93399632107,273.8985651371237,1369.9655217391303,0,649.5653232240802,0,121.02863634782608,0,0,61.38185471839465,0,890.0512433779263,0,0,2006.2789165886286,278.06202736454844,0,0,0,0,74.40701569565216,159.36127743812708,32.67188824615384,607.849550528428,0,0,0,0,0,31-Aug-19,0.747,5.9,324.8,92.3,"36.453992,-91.183338",720,1196,2.92,0.654,25.7,8.08,8.5,430,AR,Springfield_Plateau,49.7,0.08,0.022397260273972607,4464.831804281345,5.4682274247491645,24.414715719063544,2.59,0.12,0.02,0,71.8,0.15,5.97,16.2,2.04,0.13999999999999999,77.92
Hurricane,NA,Periphyton,32.733041139240505,4850.180147679325,207.76103611652061,26.908421582278482,350.90457156767286,0,32.957455882830246,17953.593859136643,398.2741301525479,0,16505.622630639402,0,3209.3377685816295,58.24985305907174,63.59736992048036,146.34788028237585,109.21040581791627,0,0,0,12.877021535215839,38.19503680623175,0,0,1765.641885021097,0,1862.6215871470301,1047.4625069782537,559.1564098993832,53.840976097046415,265.27214294871794,0,59.169501560370016,0,74.60069723304122,0,0,11.053195434923728,0,116.88761742697176,0,0,172.4753489857189,54.1168200259656,0,0,0,0,4.433977886238234,0.22679528399870172,9.125874751703991,149.13954169912367,0,0,0,0,0,3-Aug-19,0.39,7.2,196.6,44,"35.699393261351936, -93.24437478628576",250,1027,1.078571429,0.4005,26.2,8.78,8.28,48,AR,Boston_Mountains,132.9,0.47,0.03713245031637122,2693.062244694132,3.8997078870496593,10.502156075949367,2.57,0.14,0.02,0,90.5,3.33,1.51,1.57,1.67,0.16,95.34
Lick Branch-Little Mulberry,NA,Periphyton,23.341226049242426,2404.6063767045453,240.34222407196967,36.67982350946969,248.9459974431818,0,18.90638047064394,12526.57359280303,493.9737527556818,0,5674.05646278409,0,1340.2871172348484,37.533306379734846,32.775911202651514,89.73592317234848,378.3229549431818,0,0,0,66.02198915719697,134.0019578655303,0,0,1388.1579134469698,0,1478.0298402462122,596.6549991193182,828.1413834469696,150.22808741477272,403.7782792424242,0,136.06657982007576,0,49.223103889204545,0,0,9.762838525568181,0,215.54593463068184,0,0,686.4664555871212,43.62914504640152,0,0,0,0,7.393632803030304,3.34469209469697,7.860169070075757,267.6233808901515,0,0,0,0,0,5-Aug-19,0.337,8.3,153.8,67.9,"35.70973036828683, -93.66113910920193",300,1056,0.62,0.356,21.9,7.82,7.83,39,AR,Boston_Mountains,4.6,0.08,0.05741935483870968,1741.5730337078653,3.371212121212121,5.871212121212121,3.8,0.09,0.01,0,86.8,1.67,0.26,2.88,2.79,0.09999999999999999,88.73
Lewis Prong-Panther,NA,Periphyton,40.43941183108758,3608.00608141803,923.904067003529,122.51755237151107,356.91600991883223,0,24.144137972313118,11654.516644914982,708.8236037824831,0,15216.451943792106,0,3762.4221568110365,59.761481599935834,52.87630803978184,148.22557158614052,197.7920561401989,0,0,0,57.736307076355466,44.05027523673404,0,0,2806.628137728585,0,2691.770684626243,1057.6187709528392,1035.02861728906,96.96186072056464,625.6614787231312,0,81.80401763618863,0,73.77139988610844,0,0,23.46777616326596,0,126.29481177831246,0,0,210.91117631472568,54.29378152967597,0,0,0,0,2.6527777385627203,6.2948823701957,7.971405465255053,151.87352609464227,0,0,0,0,0,4-Aug-19,0.4,8.4,111.1,34.7,"35.722200737836616, -93.51254320440228",370,1039,0.5254,0.415,24.6,6.72,7.86,23,AR,Boston_Mountains,86.9,0.31,0.07898743814236772,1266.0240963855422,3.9942252165543786,5.056785370548604,2.52,0.04,0.01,0,93.4,1.07,0.97,1.45,1.66,0.05,95.44
Little Piney,NA,Periphyton,38.44515685867945,2108.4049567511183,782.2858652449415,125.77817128008522,264.256144829606,0,24.533438323748673,10352.153829499468,617.3311592119276,0,11431.640136102236,0,2299.169866922258,44.153476357295,56.27657563929713,137.91979050053249,167.19243669020236,0,0,0,47.18136694781683,104.33194509563366,0,0,1485.2751412247073,0,2343.5842385835995,906.5637679116082,1341.9379792055379,75.73920697870075,1160.4940876151225,0,71.87746607838126,0,66.92490861416401,0,0,28.030387542066027,0,139.80787893365286,0,0,209.79177392790206,42.69943259978701,0,0,0,0,3.588844718956337,12.929547608945688,8.086434032481364,81.08734942705006,0,0,0,0,0,3-Aug-19,0.443,10.6,25.6,28.4,"35.649248542128724, -93.3465293909319",390,939,0.84825,0.416,22.61,6.07,6.02,24,AR,Boston_Mountains,9.28,0.09,0.049042145593869726,2039.0625,4.43024494142705,9.033546325878595,3.34,0.14,0.02,0,65.8,18.7,7.51,2.73,2.79,0.16,92.01
Mill,NA,Periphyton,373.8568815569168,9802.660614599285,3797.475395839714,896.3503973455845,979.4162866513527,0,197.4724668300153,40510.04781674324,2064.000081623277,0,50765.821579377225,0,1371.1497469116896,269.65521545941806,159.5145163323124,519.1426670469627,4178.078201301684,0,0,0,1932.6790896886164,574.0462250127616,0,0,4239.282193185299,0,8516.6764841756,5048.0935298876975,6566.1094522715675,834.6981026288922,6267.429371618172,0,827.5788299897907,0,436.84285631189385,0,0,76.94670861408882,0,2363.0767556916794,0,0,9767.354483409903,491.2562484430832,0,0,0,0,330.0584198315467,204.21725962225622,69.79326605564063,1328.8705757274117,0,0,0,0,0,31-Aug-19,1.294,6.1,453,37.9,"36.500356,-91.218754",350,653,1.501,1.196,26.1,8.02,8.6,408,MO,Springfield_Plateau,917,0.21,0.07968021319120587,1255.0167224080267,18.315467075038285,22.986217457886678,2.96,0.52,0.1,0,36.4,0.01,3.17,53.3,1.53,0.62,39.58
Mulberry,NA,Periphyton,20.452682501119156,2185.7227996313363,380.8984496642528,46.73301418301514,176.5997868703094,0,13.8186132481896,7337.489709282422,243.45979094140884,0,7747.501601316656,0,728.881734351547,32.43406432653061,15.779232861882818,134.66242920079,101.88926950625412,0,0,0,19.680214644371297,66.26047961553654,0,0,1748.9250910862409,0,2008.7334135878868,445.9970556418696,842.8580338380514,61.83102692824226,763.2759261092824,0,54.29022827123107,0,137.23346974325216,0,0,8.30784287636603,0,58.92942240947992,0,0,87.73638,78.30773759842,0,0,0,0,1.3865157298222515,2.4960057535220543,13.094666671757734,96.07114526662276,0,0,0,0,0,4-Aug-19,0.557,8.4,5,54.8,"35.688254121491525, -93.44995997934139",360,1519,1.1952,0.846,21.6,6.77,8.35,18,AR,Boston_Mountains,10.46,0.7,0.07078313253012047,1412.7659574468087,5.569453587886767,7.868334430546412,4.81,0.39,0.06,0.01,81.7,6.09,3.95,1.7,2.56,0.46,91.74000000000001
Perry,NA,Periphyton,45.61902880639227,7058.930722357344,343.471638226068,44.96096783673215,646.336888169629,0,75.29472421359527,39655.71677202994,151.05485904427815,0,277.19732556345497,0,1887.0590272248207,109.82482573401934,64.946857409416907,270.78413994574373,2739.242514228251,0,0,0,574.7930881041472,899.9719847489866,0,0,3746.279061135018,0,3466.201276778921,3863.8962074368574,6023.4271048331775,923.2744196008731,5266.723385063923,0,933.9141207047087,0,164.1742058762083,0,0,66.91899294480824,0,1372.354162450889,0,0,9394.166665232306,157.12257671811662,0,0,0,0,252.69176937293423,106.26150557249767,17.71057141384472,583.5320224197069,0,0,0,0,0,31-Jul-19,0.968,7.7,68.4,51.3,"36.18335136188263, -92.38135372536217",310,1069,1.63525,1.035,26.3,NA,NA,NA,AR,Springfield_Plateau,46.8,0.18,0.06329307445344748,1579.9516908212563,9.681945743685688,15.297006548175867,3.13,0.72,0.07,0,52.7,8.58,26.7,7.49,6.34,0.79,87.98
